Area,Name,Rating,Total Ratings,Address,Latitude,Longitude
Ghatkopar,House of delicious (Vidhyvihar),4.7,66,"Shop 3, veer apartment, 7th road, opp. from somiya college gate1, Vidyanagar, Vidya Vihar East, Vidyavihar, Mumbai, Maharashtra 400077, India",19.0771571,72.90078439999999
Ghatkopar,Vishwa Bharat Fine Dine,4.2,1388,"Shop No 1, Laxmi Shopping Centre, 2 & 3, HD Road, near Railway Station, Bhatwadi, Kapol wadi, Ghatkopar West, Mumbai, Maharashtra 400086, India",19.0865798,72.90810499999999
Ghatkopar,cafe shalimar family restaurant,3.8,927,"Cafe Shalimar, Lal Bahadur Shastri Marg, opposite Dargha, near Damodar Park, Nityanand Nagar, Ghatkopar West, Mumbai, Maharashtra 400086, India",19.0963089,72.91532959999999
Ghatkopar,Pavilion Veg Restaurant,4.3,2219,"Happy Home, Vallabh Baug Ln, Raja Wadi, Sindhu Wadi, Ghatkopar East, Mumbai, Maharashtra 400077, India",19.0799212,72.9056609
Ghatkopar,The Belgian Waffle Co.,4.1,542,"Shop No.11, Vasant Nivas, Tilak Rd, corner, Sindhu Wadi, Ghatkopar East, Mumbai, Maharashtra 400077, India",19.0797883,72.9061414
Ghatkopar,Desire Instant Chai,4.1,33,"Shop no.2, Shivkrupa Sadan, Karani Ln, Ghatkopar West, Mumbai, Maharashtra 400077, India",19.0870695,72.904444
Ghatkopar,BouganVilla,4.5,5001,"Ground Floor, Neelyog Square Mall, opp. Metro & Railway Station, Shival Nagar, Saibaba Nagar, Pant Nagar, Ghatkopar East, Mumbai, Maharashtra 400077, India",19.0853876,72.90902439999999
Ghatkopar,Pop Tate's R-City Mall,4.3,993,"R City Mall, Ground Ground Floor, Lal Bahadur Shastri Marg, Amrut Nagar, Ghatkopar West, Mumbai, Maharashtra 400086, India",19.0993558,72.9163421
Ghatkopar,Blossom The Fusion Spot,4.1,1854,"Jhulelal Chowk, Sindhu Wadi, Ghatkopar (E, Mumbai, Maharashtra 400077, India",19.0752265,72.9051973
Ghatkopar,"Khau Galli, Ghatkopar",4.1,62,"No.2, Shop No.5, Vallabh Baug Lane, Jalaram Nagar, opposite Laxmi Narayan Mandir, Sindhu Wadi, Ghatkopar East, Mumbai, Maharashtra 400077, India",19.0804469,72.9045874
Ghatkopar,Madras Talkies Ghatkopar East,4.7,513,"Shop no 2, Ground Floor, Building no 32, near Brijwasi Sweets, Shival Nagar, Gaurishankar Wadi, Pant Nagar, Ghatkopar East, Mumbai, Maharashtra 400075, India",19.0852514,72.9123632
Ghatkopar,INDIAN TOUCH,4.3,416,"Patel chowk, opposite to Natural icecream, Ghatkopar East, Mumbai, Maharashtra 400077, India",19.0839535,72.9091473
Ghatkopar,CYCLOSTOP - Cycles on Rent,4.9,37,"RN, Kailash Tower, Ramnarayan Narkar Marg, opp. Rodeon Mall, MHADA Colony, Pant Nagar, Ghatkopar East, Mumbai, Maharashtra 400075, India",19.0792893,72.9100985
Ghatkopar,Fusion Zaika,4.2,63,"Bus stop, Eastern Express Hwy, near Nalanda Nagar, Ghatkopar, Nalanda Nagar, Ghatkopar East, Mumbai, Maharashtra 400075, India",19.0746126,72.9131237
Ghatkopar,Pavis Cafe,5.0,3,"Shop no4 Anthurium building 8 90feet road, t, Pant Nagar, Ghatkopar East, Mumbai, Maharashtra 400075, India",19.0824569,72.9127723
Mulund,D’Crêpes Cafe,4.3,1529,"Shop Number 14, Runwal Anthurium, Lal Bahadur Shastri Marg, next to FabIndia Shop, Veena Nagar, Mulund West, Mumbai, Maharashtra 400080, India",19.1807445,72.94673449999999
Mulund,Love & Latte Mulund,4.0,1791,"Shop 36, Avior, Lal Bahadur Shastri Marg, P&T Staff Colony, Mulund West, Mumbai, Maharashtra 400080, India",19.1728739,72.9414729
Mulund,Mastermind Bicycle Cafe & Bar,4.4,358,"LG-38-39, Nirmal Galaxy, Avior Corporate Park, Lal Bahadur Shastri Marg, opp. Johnson & Johnson, P&T Staff Colony, Mulund West, Mumbai, Maharashtra 400080, India",19.1724341,72.94130779999999
Mulund,Mani's Cafe,4.3,2549,"Shop no. 4 and 5, Sai Madhuvan CHS, S.L ROAD, and, RHB Rd, junction, Mulund West, Mumbai, Maharashtra 400080, India",19.1715173,72.9529869
Mulund,Third Wave Coffee,4.8,1114,"RUNWAL GREENS, Shop No G 40 and G 41, R-Galleria, Mulund - Goregaon Link Rd, Mulund West, Mumbai, Maharashtra 400078, India",19.1608228,72.9453872
Mulund,TheGreenTable,4.3,172,"Shop No 26, Marathon Monte Plaza, Madan Mohan Malviya Rd, Asha Nagar, Mulund West, Mumbai, Maharashtra 400080, India",19.170914,72.94369069999999
Mulund,Samvene The Bagel Cafe (Mulund),4.6,354,"Shop no. 9, Manisha Corporate Park, MG Road, near Mulund Station, Mulund, Mulund West, Mumbai, Maharashtra 400080, India",19.17284,72.9555194
Mulund,Cafe ETC (Eat Talk Cherish),4.3,256,"Purshottam Kheraj Industrial Estate, G4 - Mehhal, Devi Dayal Rd, near Fire Station, Mulund West, Mumbai, Maharashtra 400080, India",19.1755844,72.9435905
Mulund,The Laughter Chapter Cafe,4.0,1374,"College Of Commerce, E-4, Shanti Bhuvan, Sarojini Naidu Road, Opp. Mulund, Mulund West, Mumbai, Maharashtra 400080, India",19.174411,72.958137
Mulund,Tea and Conversations,4.4,1585,"G-3, Meghal Industrial Estate, Lala Devidayal Road, near Fire Brigade, Mumbai, Maharashtra 400080, India",19.1755423,72.9435793
Mulund,The Food Studio,4.1,7458,"The Food Studio, Mulund - Goregaon Link Rd, Nahur West, Sarvodaya Nagar, Mulund West, Mumbai, Maharashtra 400080, India",19.1618366,72.9444977
Mulund,Blue Tokai Coffee Roasters - Mulund,4.6,58,"Shop No 56 & 57 Ground Floor, RUNWAL GREENS, Mulund - Goregaon Link Rd, Nahur West, Industrial Area, Mulund West, Mumbai, Maharashtra 400078, India",19.159941,72.94549599999999
Mulund,Bake Live Studio - Mulund,4.4,266,"shop no. 2 & 3, Moreshwar Towers, MG Road, opp. Saarthi Health Care, Mulund West, Mumbai, Maharashtra 400080, India",19.1768242,72.9514775
Mulund,Shree Balaji's cafe,4.2,160,"Shop No: 7, vasant gardens, Willows Twin Tower Co-Operative Housing Society, Lal Bahadur Shastri Marg, Veena Nagar, Mulund West, Mumbai, Maharashtra 400080, India",19.1811685,72.9407074
Mulund,Coolhad Katta Cafe & Restaurant | Best tea cafe in Mumbai,4.3,151,"6A/5B, Golden Willows Society, opp Silver Birch, next to ICICI Bank Swapna Nagari, near Shawarmaji Mulund outlet, Veena Nagar, Mulund West, Mumbai, Maharashtra 400080, India",19.1804873,72.9400495
Mulund,Cafe Cypress,4.5,155,"Cypress CHS, Shop no 1&2 Municipal Market Building, opposite GOLDEN WILLOWS, CHS, Mulund West, Mumbai, Maharashtra 400080, India",19.1809243,72.93974
Mulund,Mani's cafe,4.3,1501,"Shop 1\2. Ground floor Sainath nagar, VB Phadake Rd, opp. campus veg treat, Navghar, Mulund East, Mumbai, Maharashtra 400081, India",19.168359,72.9609105
Mulund,Starbucks,4.5,66,"Ground Floor, Willow Tower, Willows Twin Tower Co-Operative Housing Society, Veena Nagar, Mulund West, Mumbai, Maharashtra 400082, India",19.1811236,72.9406345
Mulund,Café Gup-shup,4.6,193,"Zenith Tower, Purushottam Kheraj Rd, opposite Café Gup-Shup, Keshav Pada, Mulund West, Mumbai, Maharashtra 400080, India",19.170771,72.94743249999999
Mulund,L'amor,4.4,119,"Cypress CHS, Shop No 19 Silver Birch, Mulund West, Mumbai, Maharashtra 400080, India",19.1808397,72.939139
Mulund,Cafe Kadak Special,4.7,167,"Gala No.1, Patil Bhavan, NS Rd, Mulund West, Mumbai, Maharashtra 400080, India",19.1735806,72.95617899999999
Mulund,Pop Tate's R Mall Mulund,4.3,5101,"3rd Floor, R Mall, Lal Bahadur Shastri Marg, Kamgar Colony, Mulund West, Mumbai, Maharashtra 400080, India",19.1838121,72.9512266
Mulund,TIAMO CAFFE & BAR,4.2,779,"near Chedda Petrol Pump, near ESIS hospital, Veena Nagar, Mulund West, Mumbai, Maharashtra 400080, India",19.1781215,72.94426
Mulund,"The Playce: Coworking, Events & Cafe",4.7,1000,"Marathon Maxima, Lal Bahadur Shastri Marg, near Sonapur Signal, Moti Nagar, Mulund Colony, Mulund West, Mumbai, Maharashtra 400080, India",19.1643123,72.93718369999999
Mulund,Achija Mulund,4.3,3221,"Monte Plaza, Madan Mohan Malviya Rd, MTNL Colony, Keshav Pada, Mulund West, Mumbai, Maharashtra 400080, India",19.1714503,72.9432356
Mulund,Tea and Conversations,4.1,226,"Shop No. 4, Mam Trilok Building, VB Phadake Rd, Navghar, Mulund East, Mumbai, Maharashtra 400081, India",19.1669461,72.96052929999999
Mulund,Make My Day,4.1,324,"R' Galleria, G-39, Runwal Greens, Mulund - Goregaon Link Rd, Mulund (W, Mumbai, Maharashtra 400078, India",19.1607719,72.9453959
Mulund,Cakes N Chemistry - Custom Cakes & Bakery,4.2,719,"Shop No.7, Vista Amenity, D, P Road, Asha Nagar, Mulund West, Mumbai, Maharashtra 400080, India",19.170562,72.9427652
Mulund,Dessertwale,4.6,123,"Shop no 09, Golden Willows Rd, Silver Birch Society, Swapna Nagari, Veena Nagar, Mulund West, Mumbai, Maharashtra 400080, India",19.1805703,72.9400531
Mulund,CAFE MUMBAI-80,4.3,53,"R Mall, Shop no 8,3 rd, Lal Bahadur Shastri Marg, opp. RICHARDSON CRUDDAS FACTORY, Kamgar Colony, Mulund West, Mumbai, Maharashtra 400080, India",19.1838791,72.9517233
Mulund,Chaayos Cafe at Runwal Greens,4.0,1061,"RUNWAL GREENS, 21, Mulund - Goregaon Link Rd, next to Fortis Hospital, Nahur West, Industrial Area, Mulund West, Mumbai, Maharashtra 400081, India",19.1610196,72.9447607
Mulund,R-Steam Hot (AC),4.3,2196,"Shop No. 4, Lalan Building, Devi Dayal Rd, near Murar Road, Chandraprabha Chs, Mulund, Mulund West, Mumbai, Maharashtra 400080, India",19.1757796,72.9514969
Mulund,The Food Town,4.4,1856,"2nd Shop, Samriddhi commercial complex, madan mohan malvia road Near telephone exchange, opp. rally wolff, Mulund West, Mumbai, Maharashtra 400080, India",19.1719714,72.9418494
Mulund,Kadam's Cafe,3.9,769,"Shop number 6 , PMJP COLONY MHADA, near fire brigade, Gavanpada, Mulund East, Mumbai, Maharashtra 400081, India",19.1746899,72.9659349
Mulund,Poetry by Love and Cheesecake,4.0,160,"Shop No 37, R Galleria, RUNWAL GREENS, Mulund - Goregaon Link Rd, Nahur West, Industrial Area, W, Mumbai, Maharashtra 400078, India",19.1607769,72.9453764
Mulund,The Belgian Waffle Co,4.2,1621,"Shop Number 5, Rohini Residency, MG Road, Mulund, Mulund West, Mumbai, Maharashtra 400080, India",19.1763105,72.9516637
Mulund,Café Coffee Day,3.9,703,"CTS No 762, Ground Floor, Krishnai Apartment, 90 Feet Rd, Sane Guruji Nagar, Mulund East, Mumbai, Maharashtra 400081, India",19.1678373,72.9610062
Mulund,College kattaa cafe - Best cafe in Mulund East,5.0,12,"Shop no 14, Anutham chs, VB Phadake Rd, opp. MARATHA MANDAL HALL, Ambedkar Nagar, Sane Guruji Nagar, Mulund East, Mumbai, Maharashtra 400081, India",19.1651753,72.95881059999999
Mulund,Baithack Yogi Hills,4.7,143,"BAITHACK- TASTE OF KULHAD, SHOP NO. 10 SILVER BIRCH CHS, SWAPNA NAGARI VASANT GARDEN ROAD, 400080, Mulund West, Maharashtra 400080, India",19.1808403,72.9391383
Mulund,Sandeep Restaurant & bar,4.2,3157,"Chandra Darshan Building, Murar Rd, Mulund West, Mumbai, Maharashtra 400080, India",19.1757122,72.9521144
Mulund,Play Cafe,4.9,70,"The Playce, Marathon Maxima, LBS Road, Mulund West, beside Sonapur, Signal, Mumbai, Maharashtra 400080, India",19.164367,72.93724410000002
Mulund,The House of Bakers,3.8,72,"RUNWAL GREENS, 73 R Galleria, Mulund West, Mumbai, Maharashtra 400080, India",19.1595563,72.9448829
Mulund,Cafe Point veg&nonveg,4.3,50,"Opp Ganesh Talkies londe mahal, Station Rd, Mulund East, Mumbai, Maharashtra 400081, India",19.1706818,72.95667139999999
Mulund,Udupi 2 Mumbai,4.2,848,"Shop no.4,5 & 6, Samriddhi CSL, Madan Mohan Malviya Rd, near MTNL Telephone Exchange, P&T Staff Colony, Mulund West, Mumbai, Maharashtra 400080, India",19.1719112,72.942
Mulund,Desire Instant Chai,4.7,99,"Shop no 2, Akruti Elegance, Akruti Elegance Cooperative Housing Society, VB Phadake Rd, Gavanpada, Mahakali Nagar, Mulund East, Mumbai, Maharashtra 400081, India",19.1722176,72.96259839999999
Mulund,Delhi Se - Mulund,4.4,845,"Purushottam Kheraj Rd, Gokulesh Society, St Pius Colony, Mulund West, Mumbai, Maharashtra 400080, India",19.1687625,72.94600779999999
Mulund,Starbucks,4.4,2035,"Ground Floor, Runwal Greens Complex, Mulund - Goregaon Link Rd, Nahur West, Industrial Area, Mulund West, Mumbai, Maharashtra 400080, India",19.161275,72.944357
Mulund,Pan Di Tikki - PDT,4.8,522,"Shop No 4,Matruchhaya,Dreamland Bungalows, Jai Shastri Nagar, Mulund Colony, Mulund West, Mumbai, Maharashtra 400082, India",19.1712292,72.9335196
Mulund,HotBox Cafe,4.8,143,"Shop no. 26, Jakat Naka Shopping Society, opp. to Honda showroom, Sector Number 2, Shree Nagar, Thane West, Thane, Maharashtra 400604, India",19.1895783,72.9450829
Mulund,CYBER CAFE AND GAMING ZONE,4.5,233,"B.P.S BHAVAN NO. 2, JALARAM ASHISH COMPOUND, Devi Dayal Rd, Mulund West, Mumbai, Maharashtra 400080, India",19.1756879,72.9481291
Mulund,Bustling Brew Bistro Cafe,4.5,514,"Shop No. 9, Amfotech IT Park, SG Barve Rd, Wagle Industrial Estate, Thane West, Thane, Maharashtra 400604, India",19.1917272,72.9548166
Mulund,Thambbi Veg Restaurant,4.1,2445,"Commercial, Opp, WING-B, Nirmal Lifestyle Mall, Lal Bahadur Shastri Marg, Salpa Devi Pada, Mulund West, Mumbai, Maharashtra 400080, India",19.1648526,72.93812249999999
Mulund,Sabby's Cafe,4.4,19,"Shop no 4, Bramhjyoti, Dr Ambedkar Rd, Vidya Vihar, Mulund West, Mumbai, Maharashtra 400080, India",19.1721314,72.9506817
Mulund,HOUSE OF DELICIOUS,4.9,15,"Shop No 06, Meghdoot Apt, Purushottam Kheraj Rd, opp. Kalidas AuditoriumLll Road, Mulund, Mulund West, Mumbai, Maharashtra 400080, India",19.1731601,72.94953869999999
Mulund,MG - South Indian Restaurant in Mulund,4.8,436,"Shop no. 13/14B, Bodke Building, opp. Mulund Railway Station, near by McDonald's, Mulund West, Mumbai, Maharashtra 400080, India",19.1728811,72.9566236
Mulund,Brewomagic Cafe,3.5,6,"Shop 16B, CHS, Silver Birch, Mulund (W, Nirmal Nagar, Mulund West, Mumbai, Maharashtra 400080, India",19.1809199,72.9392104
Mulund,Delhi Hub,4.9,50,"Shop No, 151, near, HK Gidwani School, Mulund Colony, Mulund West, Mumbai, Maharashtra 400082, India",19.175964,72.9374452
Mulund,Supreme the gaming cafe,5.0,22,"Shop No. 2, Murar Rd, Chandraprabha Chs, Mulund, Mulund West, Mumbai, Maharashtra 400080, India",19.175011,72.950225
Mulund,Grass And Gossips,3.8,1763,"Shahid Mangal Pandey Rd, Mulund, Mulund West, Mumbai, Maharashtra 400080, India",19.1773814,72.9512989
Mulund,Tea Villa Cafe,4.1,1187,"Shop No 2&3, Bps Pratistha, CHS LTD, Devi Dayal Rd, Gavane Pada, Mulund, Mulund West, Mumbai, Maharashtra 400080, India",19.1760586,72.9506772
Vashi,70beans,4.4,2370,"Shop #: 19, Plot #:, Palm Beach Galleria Mall, 17, Phase 2, Sector 19D, Vashi, Navi Mumbai, Maharashtra 400703, India",19.0849523,73.0076461
Vashi,Contigo Cafe,4.4,1246,"190-A, Vashi Kopar Khairane Rd, Juhu Nagar, Jui Nagar, Sector 12, Vashi, Navi Mumbai, Maharashtra 400703, India",19.0916992,73.005358
Vashi,Cafe creme vashi,4.2,846,"plot no. 132, Tulip CHS, Shop no. 12, Sector 28, Vashi, Navi Mumbai, Maharashtra 400703, India",19.0896217,73.00744809999999
Vashi,Seventh Sky By Cafe Palm Atlantis,4.1,658,"5th Floor, Palm Beach Galleria Mall, Palm Beach Rd, Phase 2, Sector 19D, Vashi, Navi Mumbai, Maharashtra 400703, India",19.0845637,73.0077194
Vashi,91 Palm Beach Cafe,4.4,523,"Shop 8, 9 & 10, The Affaires Building, Ground Floor, Palm Beach Rd, Sector 17, Sanpada, Navi Mumbai, Maharashtra 400703, India",19.0565828,73.0032037
Vashi,Budget Cafe,3.9,95,"Plot No.41, Floor, 1st Floor, Plot 41, Palm Beach Rd, above VLCC, near Furniture Mall, Phase 2, Sector 19E, Vashi, Navi Mumbai, Maharashtra 400703, India",19.0868068,73.0084605
Vashi,The Rooftop by Yogi Executive,4.0,1724,"Plot No 31/A, Hotel Yogi Executive, Sector 22, MAFCO Rd, opposite MAFCO Market, Sector 22, Vashi, Navi Mumbai, Maharashtra 400703, India",19.0709957,73.0093478
Vashi,Shri Arya Cafe,4.5,257,"Shop No.7A, Ground Floor, Big Splash, Plot no.78 & 79, Juhu Nagar, Sector 17, Vashi, Navi Mumbai, Maharashtra 400703, India",19.074182,72.9982922
Vashi,House Of Lords,4.1,2331,"701, Cyber One, Sector 30A, Vashi, Navi Mumbai, Maharashtra 400703, India",19.0676557,72.992966
Vashi,Third Wave Coffee,4.9,82,"Unit No. G49, 49 A, Inorbit Mall, Sector 30A, Vashi, Navi Mumbai, Maharashtra 400705, India",19.0654858,73.00070579999999
Vashi,Starbucks,4.6,582,"Unit No 9, Ground Floor, Shaha Signature, Sun Flower Road, opposite Abhyudaya Bank Marg, Sector 17, Vashi, Navi Mumbai, Maharashtra 410210, India",19.072171,72.9978014
Vashi,TALES OVER BEANS CAFE,4.5,739,"Shop no.8/9, Vasundhara Heights, Plot-no-5, Sector 11, Sanpada, Navi Mumbai, Maharashtra 400705, India",19.0556434,73.01502239999999
Vashi,Cococart & Cafe (Inorbit Mall),4.7,442,"Shop no. 28/28A Ground Floor, Inorbit Mall, Sector 30A, Vashi, Navi Mumbai, Maharashtra 400705, India",19.065709,73.0012309
Vashi,Oriano by dario’s,4.5,1296,"1st floor, Unit - 104, sec-30A, Plot :39/2, Real Tech Park, near, Top 10, Sector 30A, Vashi, Navi Mumbai, Maharashtra 400703, India",19.0662366,72.99924630000001
Vashi,Starbucks,4.3,4193,"Ground Floor, Inorbit Mall, opposite Vashi Railway Station, Sector 30A, Vashi, Navi Mumbai, Maharashtra 400705, India",19.0656914,72.9998193
Vashi,Vashi SOCIAL,4.1,2550,"F31 Plot No. 39, Inorbit Mall, 1, Palm Beach Rd, opposite Vashi, Sector 30A, Vashi, Navi Mumbai, Maharashtra 400703, India",19.0658278,73.0010497
Vashi,Bulls and Traders Cafe | BTC Cafe,4.8,113,"G-197, Ground Floor, Haware Fantasia Business Park, Sector 30A, Vashi, Navi Mumbai, Maharashtra 400703, India",19.0653268,73.00212909999999
Vashi,Cafe Vihar,4.3,3080,"The Regenza by Tunga, Plot No. 37, Bhagwan Mahaveer Rd, Sector 30A, Vashi, Navi Mumbai, Maharashtra 400703, India",19.0669782,72.99913889999999
Vashi,Vicky's Cafe,4.8,19,"Shop no.03/A, shivlrupa mahila sangh, bus Depo, beside Vashi, Juhu Nagar, Sector 9A, Vashi, Navi Mumbai, Maharashtra 400703, India",19.0748263,72.99760549999999
Vashi,Vashi Navi mumbai,4.5,10,"3X8X+GCJ, Vashi Railway Station Rd, Sector 30A, Vashi, Navi Mumbai, Maharashtra 400703, India",19.066336,72.9985124
Vashi,Cult Lounge,4.0,1567,"Satra Plaza, Shop no 111, First Floor, Palm Beach Rd, Sector: 19D, Vashi, Navi Mumbai, Maharashtra 400705, India",19.0830516,73.0059717
Vashi,Pot Pourri Eat & Drinkery,4.1,3862,"Inorbit Mall, Palm Beach Rd, Sector 30A, Vashi, Navi Mumbai, Maharashtra 400703, India",19.0655476,73.0011787
Vashi,IBIZA Restobar & Cafe,3.8,835,"marine center, Marine Street, Juhu Nagar, Juhu Village, Sector 11, Vashi, Navi Mumbai, Maharashtra 400703, India",19.0866836,72.9995058
Vashi,The Union Bar and Eating House,4.4,4769,"Plot No. 10, Nirman Vyapar Kendra, next to Hotel Navaratna, Sector 17, Vashi, Navi Mumbai, Maharashtra 400703, India",19.0731329,72.9982557
Vashi,Kingsman Experience,4.1,1133,"shop No.05, Satra Plaza, Palm Beach Rd, Sec 19D, Vashi, Navi Mumbai, Maharashtra 400703, India",19.08349,73.00640469999999
Vashi,aves art café,4.9,112,"Shop No 1, Plot No 34, Sector 26, Vashi, Maharashtra 400703, India",19.0893196,73.01405199999999
Vashi,Chaayos Cafe at Inorbit,4.1,920,"Sector 30A, Vashi, Navi Mumbai, Maharashtra 400703, India",19.0657105,73.0007931
Vashi,Pop Tate's Inorbit Mall Vashi,4.2,1040,"1st floor, Inorbit Mall, Palm Beach Rd, Sector 30A, Vashi, Navi Mumbai, Maharashtra 400703, India",19.0661024,73.00055329999999
Vashi,Pop Tate's Vashi,4.1,6337,"Shop 120, 1st Floor, Satra Plaza, Sector 19-D, Palm Beach Rd, Juhu Nagar, Phase 2, Sector 19D, Vashi, Navi Mumbai, Maharashtra 400703, India",19.0824509,73.005691
Vashi,Caspers Bar and Kitchen,4.3,189,"Shop no. 59, Satra Plaza, Palm Beach Rd, Phase 2, Sector 19D, Vashi, Navi Mumbai, Maharashtra 400703, India",19.0827275,73.0064211
Vashi,Café Coffee Day,4.3,1169,"Kopar Khairane Rd, near Reliance Digital, Sector 13, Kopar Khairane, Navi Mumbai, Maharashtra 400709, India",19.0973389,73.00584239999999
Vashi,Kerala House,4.3,5040,"Swami Pranabananda Marg, Sector 30, Vashi, Navi Mumbai, Maharashtra 400703, India",19.0667372,72.9929121
Vashi,abCoffee Akshar Business Park Vashi,4.8,39,"Ground Floor, T wing, Akshar Business Park, Sector 25, Vashi, Navi Mumbai, Maharashtra 400703, India",19.0788337,73.0133628
Vashi,Tight,4.0,2532,"First Floor, Inorbit Mall, Sector 30A, Vashi, Navi Mumbai, Maharashtra 400703, India",19.0657735,73.00073859999999
Vashi,Nau Se Barah,4.4,383,"Inorbit Mall, Railway Station, Palm Beach Rd, Sector 30A, Vashi, Navi Mumbai, Maharashtra 400703, India",19.065709,73.0012309
Vashi,La Crosta,4.5,208,"2, Plot no 104, Shagar Vihar, Sai Maya CHS, Shop no, Parmarth Niketan Marg, Sector 29, Vashi, Navi Mumbai, Maharashtra 400703, India",19.0874209,73.00749309999999
Vashi,Aroma Chai & Snacks Cafe (Sanpada),4.6,163,"Shop 002, Abhimanyu-2 CHS, Off, Palm Beach Rd, beside Krishna Restaurant, opp. Suraj Hospital, Sector 1, Sanpada, Navi Mumbai, Maharashtra 400705, India",19.0629895,73.0057104
Vashi,Royal Oak Brewery,4.5,250,"Shop 23, Satra Plaza, Phase 2, Sector 19D, Vashi, Navi Mumbai, Maharashtra 400703, India",19.08229,73.0059369
Vashi,Combo Jumbo: Best Veg Restaurants in Vashi Navi Mumbai,4.5,1577,"Plot No: 17, near HDFC Bank, Juhu Nagar, Sector 28, Vashi, Navi Mumbai, Maharashtra 400703, India",19.0915767,73.0056543
Vashi,Funshala cafe,3.0,13,"near vashi station, Sector 30A, Turbhe, Navi Mumbai, Maharashtra 400703, India",19.0657665,73.00094519999999
Vashi,Gupta Sandwich,4.2,5593,"No 4 and 2, JK Chambers Building, Vashi-Turbhe Rd, Sector 17, Vashi, Navi Mumbai, Maharashtra 400705, India",19.0739407,72.99961909999999
Vashi,Chenab,3.9,4911,"near Sagar Vihar, Sector 8, Vashi, Navi Mumbai, Maharashtra 400703, India",19.0754271,72.9850118
Vashi,La Cassa,4.3,75,"Nivasti Imperium, 3rd Floor, Sector 19, Palm Beach, Sanpada, Navi Mumbai, Maharashtra 400705, India",19.0539673,73.00628259999999
Vashi,Achija,4.3,1618,"Achija Veg Restaurant, Satra Plaza, near Kohinoor, Phase 2, Sector 19D, Vashi, Navi Mumbai, Maharashtra 400703, India",19.0835328,73.0063873
Vashi,Cafe Te Amo,4.4,117,"Shop no-16, Giriraj Darshan society, near Megamart, below Ajayan's Hospital, Sector 9, Kopar Khairane, Navi Mumbai, Maharashtra 400709, India",19.1003815,73.0092253
Vashi,Cafe Creme sanpada,4.3,123,"Shree Durga Apartment CHS, Juinagar Station Rd, Sector 10, Sanpada, Navi Mumbai, Maharashtra 400705, India",19.0570323,73.0160081
Vashi,Big B's Vashi,4.6,10,"Shop 8C, Vashi Station Food Court, opp. Real Tech Park, Sector 30, Vashi, Navi Mumbai, Maharashtra 400705, India",19.0658025,72.9985403
Vashi,Desire Café - Instant Chai Maza Aajaye,4.7,6,"E-71, APMC Masala Market, APMC Market, Sector 19, Vashi, Navi Mumbai, Maharashtra 400703, India",19.0751483,73.0079183
Vashi,The Bombay Kinng Cafe,4.0,1,"shop no 2 & 3, Navprerna Apartment, A-6/1, Maratha Bhavan Marg, opp. shiv Krupa society, Juhu Nagar, Sector 15, Vashi, Navi Mumbai, Maharashtra 400703, India",19.0808965,73.0004703
Vashi,JIMIS BURGER ® - Vashi,4.4,4544,"Shop 25, Ground Floor, Satra Plaza, Palm Beach Rd, Phase 2, Sector 19D, Vashi, Navi Mumbai, Maharashtra 400703, India",19.0827299,73.0063971
Vashi,The Beer Café,3.7,149,"Inorbit Mall, Unit No - S-39, Second Floor, Palm Beach Rd Sector 30A Located, Vashi, Navi Mumbai, Maharashtra 400703, India",19.0657388,73.0009427
Vashi,The Regenza by Tunga,4.2,6536,"1st Floor, PLOT NO.- 88, 37, Sector 30A, Vashi, Navi Mumbai, Maharashtra 400703, India",19.067298,72.9992287
Vashi,"Urban Tadka [Vashi, InOrbit Mall]",4.1,356,"G-36, Ground floor, Inorbit Mall, Palm Beach Rd, Sector 30A, Vashi, Navi Mumbai, Maharashtra 400705, India",19.065709,73.0012309
Vashi,Chaai Centre Café & Co-working,4.3,1180,"Shop No-14, Mayuresh Cosmos, Sector 11, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",19.0157906,73.04122149999999
Vashi,Cafe N Cream,3.8,348,"Sector 3, Sanpada, Navi Mumbai, Maharashtra 400705, India",19.0642157,73.01054309999999
Vashi,Third Wave Coffee,4.9,33,"Centronic, Plot No. 18, Palm Beach Galleria Mall, Shop No. 26 & 27, Ground Floor, Sector 19D, Vashi, Navi Mumbai, Maharashtra 400703, India",19.0851071,73.00778079999999
Vashi,Idlamma,4.3,209,"Shop No. 30, TOWER-II, Gyan Vikas Road, Sector 18, Kopar Khairane, Navi Mumbai, Maharashtra 400709, India",19.1037299,73.0010699
Vashi,Nagori GM Shikara Tea,4.5,14,"Plot Number 7, 13, Krishi Bhawan, Palm Beach Rd, Sector 19C, APMC Market 1, Vashi, Navi Mumbai, Maharashtra 400703, India",19.0794203,73.0053743
Vashi,Café Irani,4.3,12,"3285+H98, Sector 30A, Vashi, Navi Mumbai, Maharashtra 400705, India",19.0664221,73.00845869999999
Vashi,Soy Street,4.2,1791,"Sector 30A, Vashi, Navi Mumbai, Maharashtra 400703, India",19.0657973,73.000632
Nerul,Legends Cafe,4.1,1368,"Dr D Y Patil Vidyanagar, Sector 5, Nerul, Navi Mumbai, Maharashtra 400706, India",19.0421259,73.0241808
Nerul,The Stone Age Cafe,4.6,263,"Shop 5, Ashirwad Apts, Nerul East, Sector 3, Nerul, Navi Mumbai, Maharashtra 400706, India",19.0407755,73.020985
