Area,Name,Rating,Total Ratings,Address,Latitude,Longitude
Andheri,Love & Latte Versova,4.4,1732,"10A&B, JP Rd, Aram Nagar Part 2, Machlimar, Versova, Andheri West, Mumbai, Maharashtra 400061, India",19.1329998,72.81226219999999
Andheri,Coffee By Di Bella Versova,4.1,2877,"CHS, LTD, Beach Queen Apartments, Shop no 6 and 7, JP Rd, Versova, Andheri West, Mumbai, Maharashtra 400061, India",19.133372,72.8115369
Andheri,Coffee By Di Bella Lokhandwala,4.2,1740,"Shop 16, Plot 98-A/116, Greenville Co-Operative Housing Society Limited,, Opposite Samarth Vaibhav Lokhandwala Complex, Andheri Lokhandwala, Andheri, West, Mumbai, Maharashtra 400053, India",19.1467306,72.8286784
Andheri,Third Wave Coffee,4.7,778,"Spring Leaf Cooperative Housing Society, JP Rd, opposite to Nana Nani Garden, Versova, Andheri West, Mumbai, Maharashtra 400061, India",19.1289871,72.8176584
Andheri,Roots Cafe,4.1,158,"Airport Rd, Bori Colony, Marol, Andheri East, Mumbai, Maharashtra 400059, India",19.1096771,72.8759816
Andheri,Starbucks,4.3,2431,"E, SN 5, Kanakia Wall St, Andheri - Kurla Rd, near KFC, A-Wing, Chakala, Hanuman Nagar, Andheri, Mumbai, Maharashtra 400053, India",19.1147595,72.8611471
Andheri,Third Wave Coffee,4.7,1110,"Ground floor, Green Ville CHS, opposite Samarth Vaibhav, Lokhandwala Complex, Andheri West, Mumbai, Maharashtra 400053, India",19.1466111,72.828695
Andheri,Dinshaw’s Xpress Cafe,4.1,958,"Shop No.6, Windermere, New Link Rd, off Oshiwara, Mhada Colony, Andheri West, Mumbai, Maharashtra 400053, India",19.1525282,72.8312724
Andheri,Da Studio Cafe,4.6,93,"Ground floor , Plot No 1 , Compound. 1, Marol Cooperative Industrial Estate, Marol Maroshi Rd, Marol, Andheri East, Mumbai, Maharashtra 400059, India",19.1131891,72.8821277
Andheri,The Trans Cafe,4.7,91,"Bunglow 30/33, Old, Mhada Rd, opposite Laxmi Dairy, near Hanuman Mandir Lane, SV Patel Nagar, Andheri West, Mumbai, Maharashtra 400053, India",19.136252,72.8213442
Andheri,Ohh My Dog Pefe,4.6,3035,"Pratisthan Bunglow,Yamuna Nagar, Back Road, opp. Fairy Land School, beside RNA Eclat, Lokhandwala Complex, Andheri West, Mumbai, Maharashtra 400053, India",19.1497092,72.8270208
Andheri,CAFE MAROL,3.9,2876,"Shop no : 1, 2 ,3, Everjoy Apartments, opp: silver inn, Bori Colony, Marol, Andheri East, Mumbai, Maharashtra 400059, India",19.1114306,72.8786411
Andheri,JW Cafe,4.6,2453,"Chhatrapati Shivaji International Airport Area, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099, India",19.103168,72.877702
Andheri,Idlay Cafe (Western Express Highway),4.7,167,"82, Andheri - Kurla Rd, near Cine Magic Cinema, Gundavali, Andheri East, Mumbai, Maharashtra 400093, India",19.1156727,72.8569454
Andheri,Prithvi Cafe,4.4,18396,"Apartment, Alongside, Prithvi Theatre, 20, Juhu Rd, Janki Kutir, Juhu, Mumbai, Maharashtra 400049, India",19.1061292,72.8257094
Andheri,Magari,4.1,431,"Jawaharban Apartment, Magari, Shop Number 9, society, opposite Kokilaben Hospital, Four Bungalows, Andheri West, Mumbai, Maharashtra 400053, India",19.1307759,72.82620779999999
Andheri,The Backyard Brew,4.5,518,"Shop No. 1 & 2, Poseidon Apartment, Inlaks Nagar, Versova, Andheri West, Mumbai, Maharashtra 400061, India",19.1411115,72.81297459999999
Andheri,TBHC -The Buddies Huddle Cafe,4.2,415,"Shop No. 5, Ameya House CHSL, Mumbai, Maharashtra 400058, India",19.1273277,72.8383762
Andheri,The Turquoise Bean Cafe,4.3,156,"Oberoi Raviraj Complex, Shop No. 14, Mayfair Apartment, New Link Rd, Andheri West, Mumbai, Maharashtra 400053, India",19.13676,72.8293734
Andheri,Cafe White Lama - European Eatery,4.1,459,"Shop No.1, Samarth Vaibhav, Society, Lokhandwala Rd, near IDBI Bank, Tarapore Gardens, Oshiwara, Andheri West, Mumbai, Maharashtra 400102, India",19.1470607,72.8292694
Andheri,Pair A Dice Cafe,4.2,1199,"1st Floor, Link Plaza Commercial Complex, 53, above Fire Bowl Restaurant, Andheri West, Mumbai, Maharashtra 400102, India",19.148246,72.83157729999999
Andheri,Cafe Tandoor 69,4.9,340,"Flt No - 31, Sai Kripa Compound Telli Galli Road, Outhouse, near Imperial Hotel, Andheri East, Mumbai, Maharashtra 400069, India",19.1173728,72.8505042
Andheri,"Idlay Cafe, J.B Nagar, Andheri ( E )",4.6,805,"Shop no 9, Srinivas, Ashish Apartment, Shriniwas Bagarka Rd, Akal Society, Kanti Nagar, J B Nagar, Andheri East, Mumbai, Maharashtra 400059, India",19.1080965,72.8646534
Andheri,Starbucks,4.4,2721,"No 8, GF, Infiniti Mall, New Link Rd Kavivar, Pandit Indra Marg, next to Raheja Classique Complex, Oshiwara, Mumbai, Maharashtra 400053, India",19.1414982,72.8314467
Andheri,Café Coffee Day,3.9,965,"Shop.No 2, Bharat Ark, Veera Desai Rd, Mhada Colony, Azad Nagar, Andheri West, Mumbai, Maharashtra 400053, India",19.1305314,72.8374181
Andheri,BEST BUDDY'S CAFE,4.1,135,"SHOP NO. 1, BUILDING NO. 42, MATRUCHHAY CHSL, Oshiwara Police Station Road, ,Andheri West, Mumbai, Maharashtra 400102, India",19.1497865,72.83173479999999
Andheri,Barista,3.9,1127,"Shop no. 2, Reporters Bungalow, 120, Swami Vivekananda Rd, nr. Shoppers Stop, Navpada, Andheri West, Mumbai, Maharashtra 400058, India",19.1137748,72.8417439
Andheri,Barista Coffee,4.1,445,"Shop No Gala No.2, Part 1, JP Rd, Aram Nagar Part 1, Aram Nagar, Versova, Andheri West, Mumbai, Maharashtra 400061, India",19.1310477,72.8138666
Andheri,Blue Tokai Coffee Roasters | Andheri East,4.3,186,"Unit G-2, Amba Shanti Chambers, Andheri - Kurla Rd, Bori Colony, Vijay Nagar Colony West, Marol, Andheri East, Mumbai, Maharashtra 400056, India",19.110417,72.87423199999999
Andheri,Cafe Lounge - Kohinoor Continental,4.1,51,"Lobby, Hotel Kohinoor Continental, Andheri - Kurla Rd, J B Nagar, Andheri East, Mumbai, Maharashtra 400059, India",19.1122676,72.8679877
Andheri,Cafe Bharat,3.9,895,"Shetty Building, Swami Vivekananda Rd, Fish Market Area, Navneeth Colony, Andheri West, Mumbai, Maharashtra 400058, India",19.1230381,72.8466541
Andheri,GinGin Cafe and Bar,3.8,251,"4th floor, westside, Sai Kanwal corporation, 427/428, JP Rd, off indira nagar, opposite Cosmos Plaza, Sonal Co operative Hsg Society, Manish Nagar, Four Bungalows, Andheri West, Andheri, Mumbai, Maharashtra 400053, India",19.1283322,72.8291926
Andheri,Cafe savera,4.0,1037,"Shop no2, shukhmani building, Swami Vivekananda Rd, near fedai baug, opp. Nadco market, Shree Ram Nagar, Andheri West, Mumbai, Maharashtra 400058, India",19.1185026,72.8448229
Andheri,Cafe Popo,3.8,168,"36, Lallubhai Park Rd, Andheri West, Mumbai, Maharashtra 400058, India",19.1130949,72.84455700000001
Andheri,"Coffee By Di Bella, Sher E Punjab",4.3,100,"Shop no.1 & 2, New Malinee Chs Ldt, Mahakali Caves Rd, opposite Cannosa School, Subhash Nagar, Andheri East, Mumbai, Maharashtra 400093, India",19.124683,72.8648082
Andheri,Opa! Bar & Cafe,3.9,929,"Sakinaka Junction Hotel Peninsula Grand, Lokmanya Tilak Nagar, Andheri East, Mumbai, Maharashtra 400072, India",19.1024026,72.8884132
Andheri,Vaibhav Cafe,4.0,3464,"Ground Floor, Syndicate Chamber, opp. Sahar Road, Railway Colony, Andheri East, Mumbai, Maharashtra 400069, India",19.1177874,72.8482205
Andheri,KEFI Eatery & Cafe,4.7,78,"Shop No. 11, Mayfair Apartments, Sundervan Complex Rd, near Hotel Empressa, Shastri Nagar, Andheri West, Mumbai, Maharashtra 400053, India",19.1367998,72.8293381
Andheri,Cafe O,4.1,259,"2, Sagar Pallazio, Sakinaka, Magan Nathuram Rd, opposite Hotel Chakra, Safed Pul, Andheri East, Mumbai, Maharashtra 400072, India",19.1033051,72.8863421
Andheri,ESPATO - My Learn Coffee,4.5,50,"Shop No. 14, Karthik Complex, New Link Rd, opp. Laxmi Business Park, Veera Desai Industrial Estate, Andheri West, Mumbai, Maharashtra 400053, India",19.1359177,72.8326154
Andheri,DAILY TRIP CAFE,4.9,49,"SHOP NO 29, Link Plaza Commercial Complex, near Om Heera Panna Mall, Mhada Colony, Andheri West, Mumbai, Maharashtra 400053, India",19.1487924,72.8320241
Andheri,Moon Shine Cafe and Bar,4.0,796,"4RQJ+QR3, Veera Desai Industrial Estate, Andheri West, Mumbai, Maharashtra 400047, India",19.1393786,72.8320432
Andheri,Kruti Coffee Oshiwara,4.7,242,"Plot R, Ekdant Society, 13, Bhau Tatoba Toraskar Marg, near Ganapati Temple, Oshiwara, Andheri West, Mumbai, Maharashtra 400053, India",19.1502813,72.83180589999999
Andheri,Pachinco Andheri East,4.2,69,"Near Andheri, Metro Station Andheri, Sir M.V. Road, Andheri - Kurla Rd, E, Mumbai, Maharashtra 400069, India",19.1186027,72.8522021
Goregaon,Coffee Connect Food Pvt Ltd.,4.3,492,"SHOP NO.8, Tulsi Deep CHS Ltd, Swami Vivekananda Rd, next to Enrich Salon, Kumud Nagar, Goregaon West, Mumbai, Maharashtra 400104, India",19.1571333,72.84575099999999
Goregaon,Lord's Cafe,4.6,160,"Shop No.6, Topiwala CHS, Station-West, opp. Topiwala Mall, Kakaji Nagar, Jawahar Nagar, Goregaon, Mumbai, Maharashtra 400104, India",19.1636742,72.8472955
Goregaon,Mumbai Times Cafe,4.6,101,"Emerald Club, Royal Palms, Aarey Colony, Goregaon, Mumbai, Maharashtra 400065, India",19.1558775,72.88634689999999
Goregaon,Blue Tokai Coffee Roasters | Goregaon West,4.2,94,"Shop No 7, Ekta Tripolis, Siddharth Nagar Rd, Motilal Nagar I, Goregaon West, Mumbai, Maharashtra 400104, India",19.1544177,72.84341549999999
Goregaon,Farzi Cafe,4.3,3749,"Unit no- 2, Third floor, Oberoi Mall, Off, Western Urban Rd, Yashodham, Goregaon, Mumbai, Maharashtra 400063, India",19.1737259,72.860708
Goregaon,Arkish cafe,4.6,208,"Shop no 15,M.C.G.M. Shopping center, Mahatma Gandhi Rd, Mitha Nagar, Goregaon West, w, Maharashtra 400104, India",19.1620675,72.8368215
Goregaon,Third Wave Coffee,4.7,648,"Third Floor, Oberoi Mall, Unit T, off Western Urban Road, beside PVR, Yashodham, Goregaon, Mumbai, Maharashtra 400063, India",19.1740101,72.86099279999999
Goregaon,Blue Tokai Coffee Roasters | Goregaon East,4.5,30,"Shop No.2, Ground Floor, Om shree Ganesh Building, Vishveshwar Nagar Rd, opp. ICICI bank, Churi Wadi, Goregaon, Mumbai, Maharashtra 400063, India",19.1679253,72.8543309
Goregaon,West End Bistro,4.7,288,"Shop no. 9, Shauket Mansion, Aarey Fatak road, opp. DNS bank, Goregaon West, Mumbai, Maharashtra 400104, India",19.1665008,72.847349
Goregaon,Cooling Tower Cafe,3.8,154,"NIRLON KNOWLEDGE PARK, Pahadi Village Off, Western Express Highway, Cama Industrial Estate, Goregaon, Mumbai, Maharashtra 400063, India",19.1557667,72.8536135
Goregaon,Crank It! Cafe,4.8,35,"B/204, behind Mastermind 3, next to Moroccan Apts, Royal Palms Estate, Aarey Colony, Goregaon, Mumbai, Maharashtra 400063, India",19.1546649,72.8867949
Goregaon,Starbucks,4.3,2473,"Oberoi Garden City, Oberoi Mall, G1 & G2, near International Business Park, Goregaon, Mumbai, Maharashtra 400063, India",19.1740458,72.86048749999999
Goregaon,Olive Bistro,4.1,2243,"Third Floor, Oberoi Mall General AK Vidya Marg, Western Urban Rd, Yashodham, Goregaon, Mumbai, Maharashtra 400063, India",19.1741077,72.86060259999999
Goregaon,Coffee By Di Bella Exclusive Malad,4.2,1581,"Movie Time Cinema, Shop 3, Ground Floor, A-2 Wing Jagdamba Commercial Complex, New Link Rd, Kanchpada, Malad West, Mumbai, Maharashtra 400064, India",19.1891593,72.83467639999999
Goregaon,Poetry by Love and Cheesecake,4.5,117,"Oberoi Mall, Yashodham, Goregaon, Mumbai, Maharashtra 400063, India",19.173808,72.8605943
Goregaon,Third Wave Coffee,5.0,149,"Shop Unit No. 8, Ekta Tripolis, Siddharth Nagar Rd, Motilal Nagar I, Goregaon West, Mumbai, Maharashtra 400104, India",19.1543743,72.8434158
Goregaon,Cafe Dlite,4.0,75,"5, Tirupati Udyog, I. B. Patel Road, Off, Western Urban Rd, Unnat Nagar, Jay Prakash Nagar, Goregaon, Mumbai, Maharashtra 400063, India",19.161906,72.8574014
Goregaon,Starbucks,4.2,877,"GF, Lobby Commerz 2, International Business Park, near Western Urban Road, Yashodham, Goregaon, Mumbai, Maharashtra 400063, India",19.1715971,72.86032340000001
Goregaon,Sufi Irani Cafe,4.3,397,"5V95+VMX, Dudhsagar Society, Aarey Colony, Goregaon, Mumbai, Maharashtra 400063, India",19.1697272,72.8592329
Goregaon,Slay Coffee,3.6,38,"Shop 36, Virwani Industrial Estate, Western Urban Rd, Hanuman Tekdi, Goregaon West, Mumbai, Maharashtra 400063, India",19.1713342,72.8572712
Goregaon,Café Coffee Day,4.1,686,"D-2, CHS Limited, Shop No.14 & 15, Satellite Garden Phase 2, Azad Nagar, Gokuldham Colony, Goregaon, Mumbai, Maharashtra 400063, India",19.1731413,72.8738393
Goregaon,Goregaon SOCIAL,4.1,4463,"Oberoi Mall, Western Urban Rd, Yashodham, Goregaon, Mumbai, Maharashtra 400063, India",19.173808,72.8605943
Goregaon,Café IDlish Goregaon,4.1,639,"4S Mini Madras Cafe, Gokuldham Shopping Centre, 10, Aba Karmarkar Rd, near Royal Challenge Restaurant, Yashodham, Goregaon, Mumbai, Maharashtra 400063, India",19.1742706,72.8633193
Goregaon,The Homemade Cafe,4.3,1780,"Shop No. 4, 41, kaveri Building, Near, Oshiwara Police Station Rd, Anand Nagar, Andheri West, Mumbai, Maharashtra 400102, India",19.1495433,72.83169749999999
Goregaon,The C Spot Cafe,4.7,308,"Shop no 15, Building no 4, ONGC Colony, off Krishna Chandra Marg, beside candies, Reclamation, Bandra West, Mumbai, Maharashtra 400050, India",19.1509744,72.8356675
Goregaon,Aromas Cafe & Bistro,4.2,1373,"Shop no-13/14/19, Beside Oshiwara police station, Ground floor, Oshiwara link plaza, Mhada Colony, Andheri West, Mumbai, Maharashtra 400102, India",19.1482221,72.83157709999999
Goregaon,Garden Alfresco,4.6,105,"4/277 I B Patel Road, Pahadi Rd, behind H.P. Petrol Pump Village, Goregaon, Mumbai, Maharashtra 400063, India",19.1622907,72.8571054
Goregaon,Cafe Sadar Fa,4.1,141,"New Link Rd, Azad Nagar, Colony No 2, Laxmi Nagar, Goregaon West, Mumbai, Maharashtra 400104, India",19.1597887,72.834868
Goregaon,The Burrow Cafe,4.1,1473,"Shop 10, 11, 12, Springfield 1, Sunder Ln, Malad, Orlem, Malad West, Mumbai, Maharashtra 400064, India",19.1939738,72.8379641
Goregaon,Third Wave Coffee,4.7,1110,"Ground floor, Green Ville CHS, opposite Samarth Vaibhav, Lokhandwala Complex, Andheri West, Mumbai, Maharashtra 400053, India",19.1466111,72.828695
Goregaon,Cococart & Cafe (Oberoi Mall),4.6,443,"Oberoi Mall, Western Urban Rd, Yashodham, Goregaon, Mumbai, Maharashtra 400063, India",19.1738205,72.8610877
Goregaon,White House Cafe,4.5,224,"Shop no 09, rakhsha hospital, near Atharva college, Malad, Charkop Naka, Asmita Jyoti Housing Society, Malad West, Mumbai, Maharashtra 400095, India",19.1966639,72.8273895
Goregaon,Love & Latte Malad,4.1,2739,"Ground Flr, INTERFACE-11, MDP Rd, behind New Infiniti Mall, off New Link Road, Malad, Mindspace, Malad West, Mumbai, Maharashtra 400064, India",19.1858849,72.83024
Goregaon,August Cafe,4.3,2144,"A-3, Sastri Nagar Rd, Sundervan Complex, Shastri Nagar, Andheri West, Mumbai, Maharashtra 400053, India",19.137403,72.82703939999999
Goregaon,The Nature Bar - Goregaon,4.6,28,"Yashodham, Goregaon, Mumbai, Maharashtra 400063, India",19.1743827,72.8634762
Goregaon,Tea Pea Café | Best Cafe in Malad | Goregaon,4.2,400,"Shop No.1, Corporate Corner, near Dalmia College, Mandlik Nagar, Sunder Nagar, Malad West, Mumbai, Maharashtra 400104, India",19.1770958,72.8420853
Goregaon,L'ttle Miss Cafe,4.5,2,"Bungalow no. 114, Smokey & Charlie, Lane No. 1, opposite planet cast, Royal Palms Estate, Aarey Colony, Goregaon, Mumbai, Maharashtra 400065, India",19.1508748,72.8873801
Goregaon,Kitchen Garden by Suzette Oberoi Mall,4.2,191,"Unit No 07, 2nd Floor, Oberoi Mall, off Western Urban Road, Yashodham, Goregaon, Mumbai, Maharashtra 400063, India",19.173808,72.8605943
Goregaon,"Cafe Delhi Heights, Inorbit Mall, Malad",3.6,242,"Unit No. 1, Second Floor, Inorbit Mall, New Link Rd, Malad, Malad West, Mumbai, Maharashtra 400064, India",19.1730397,72.8358951
Goregaon,Fleur Restaurant - The Fern Hotel Goregaon,4.1,1190,"4/277, IB Patel Rd, Behind H.P Petrol, Jay Prakash Nagar, Goregaon, Mumbai, Maharashtra 400063, India",19.1622156,72.85713849999999
Goregaon,Third Wave Coffee,4.8,1114,"RUNWAL GREENS, Shop No G 40 and G 41, R-Galleria, Mulund - Goregaon Link Rd, Mulund West, Mumbai, Maharashtra 400078, India",19.1608228,72.9453872
Goregaon,Trupti's kitchen,5.0,1,"Anamika (A-52), Sai Rd, Gokuldham Colony, Goregaon, Mumbai, Maharashtra 400063, India",19.1710245,72.869128
Goregaon,Starbucks,4.0,294,"Lobby, NESCO IT Park, Ram Mandir Rd, NESCO, Goregaon, Mumbai, Maharashtra 400063, India",19.1525918,72.8559308
Goregaon,The Brew Cafe - Thakur Village,4.5,39,"Shop no: 1, Viceroy Court, Kandivali, Dattani Park, Thakur Village, Kandivali East, Mumbai, Maharashtra 400101, India",19.2135535,72.8726324
Goregaon,Kruti Coffee Oshiwara,4.7,242,"Plot R, Ekdant Society, 13, Bhau Tatoba Toraskar Marg, near Ganapati Temple, Oshiwara, Andheri West, Mumbai, Maharashtra 400053, India",19.1502813,72.83180589999999
Goregaon,Cafe Recess,4.8,17,"Shop no 10, Jaibhavani CHS, Satellite Garden Phase 2, A wing, Aarey Bhaskar Rd, Azad Nagar, Gokuldham Colony, Goregaon, Mumbai, Maharashtra 400063, India",19.1721562,72.87348709999999
Goregaon,TeaZahn,4.5,319,"Shop No. 4, Ashoka Palace, Malad, Matanpur Nagar, Malad East, Mumbai, Maharashtra 400097, India",19.1818302,72.8533363
Goregaon,Coffee Connect Food Pvt Ltd,4.2,103,"Ground Floor, Anushka Building, Coffee Connect , Shop No 03, Opp, Oshiwara Police Station Rd, Jogeshwari West, Mumbai, Maharashtra 400047, India",19.1471107,72.8310405
Goregaon,KCROASTERS By Koinonia,4.7,21,"Gate 3, NESCO Center, NESCO IT 4 lobby, Goregaon, Mumbai, Maharashtra 400063, India",19.1521959,72.8545815
Goregaon,Star cafe,4.0,46,"ground floor,orchard mall 400065, Royal Palms, Aarey Colony, Goregaon, Mumbai, Maharashtra 400065, India",19.1530154,72.884373
Goregaon,Shakey Wakey Oshiwara,4.3,212,"Shop no 1 building no 12 , ground floor , Lotus CHS Ltd, Mumbai, Maharashtra 400053, India",19.1494453,72.8312448
Goregaon,Retaliate Gaming Cafe,4.8,122,"2/16, First floor back side, 3, Mahatma Gandhi Rd, Unnat Nagar, Goregaon West, Mumbai, Maharashtra 400104, India",19.16329,72.8414581
Goregaon,Dinshaw’s Xpress Cafe,4.1,958,"Shop No.6, Windermere, New Link Rd, off Oshiwara, Mhada Colony, Andheri West, Mumbai, Maharashtra 400053, India",19.1525282,72.8312724
Goregaon,Starbucks,4.3,1794,"Ground Floor, New Link Rd, Malad, Malad West, Mumbai, Maharashtra 400064, India",19.172647,72.835403
Goregaon,Tea Post,2.9,19,"Ground Floor, Building No. 4, Nesco Pvt Ltd, North C-wing, Western Urban Rd, inside Food court, Goregaon, Mumbai, India",19.152671,72.8548014
Goregaon,Pair A Dice Cafe,4.2,1199,"1st Floor, Link Plaza Commercial Complex, 53, above Fire Bowl Restaurant, Andheri West, Mumbai, Maharashtra 400102, India",19.148246,72.83157729999999
Goregaon,Coffee King,3.9,1058,"Mind Space, Malad, Mindspace, Malad West, Mumbai, Maharashtra 400064, India",19.1789871,72.8356238
Goregaon,DAILY TRIP CAFE,4.9,49,"SHOP NO 29, Link Plaza Commercial Complex, near Om Heera Panna Mall, Mhada Colony, Andheri West, Mumbai, Maharashtra 400053, India",19.1487924,72.8320241
Goregaon,Blue Tokai Coffee Roasters | Malad West,4.4,188,"Shop No 6, Ground Floor, Raj Infinia, Khandelwal Layout, Evershine Nagar, Malad West, Mumbai, Maharashtra 400064, India",19.189025,72.833951
Goregaon,Mamma's cafe,4.4,7,"bus stand, Aarey Rd, behind Peru bag, Peru Baug, Churi Wadi, Goregaon West, Mumbai, Maharashtra 400063, India",19.1663831,72.8529056
Borivali,Kaffeine: Cafe & Kitchen,4.2,1948,"Shop No 1, Ground & First Floor, Sakshat, Navkar Paradise, Shimpoli Rd, opp. Mega Party Hall, Mini Zaveri Bazaar, Mhatre Wadi, Borivali West, Mumbai, Maharashtra 400092, India",19.2237371,72.851816
Borivali,Third Wave Coffee,4.8,1677,"Final Plot No 90, B Wing, Shop No 4-5, Ground Floor, Floor, Emerald, Roshan Nagar, Borivali West, Mumbai, Maharashtra 400092, India",19.2321293,72.8526871
Borivali,CAFE METER ON,4.3,1001,"Shop No 3, Meghkamal CHS, opp. IDFC Bank, I C Colony, Borivali West, Mumbai, Maharashtra 400103, India",19.2497644,72.8490209
Borivali,Blue Tokai Coffee Roasters | Borivali West,4.6,166,"Shop No 3, Ground Floor, TG School, Chikuwadi Rd, next to Phoenix Hospital, Padma Nagar, Borivali, Mumbai, Maharashtra 400092, India",19.218459,72.838132
Borivali,Village Side Cafe,4.0,305,"Village Side Cafe, Kutchi Sarvoday Trust Ground, nr. Pixcy Kennel, Yogi Nagar Marg, Yogi Nagar, Mumbai, Maharashtra 400092, India",19.2361674,72.8374952
Borivali,Third Wave Coffee,4.8,673,"Shop no 213, Ground Floor, Bhattad Tower, RM Bhattad Rd, opposite Kora Kendra Ground 2, Dalvi Nagar, Borivali West, Mumbai, Maharashtra 400092, India",19.2206104,72.8500124
Borivali,Cafe Pibatie,4.4,626,"shop no:1, Avanti B CHS, Shimpoli Rd, Haridas Nagar, Borivali West, Mumbai, Maharashtra 400092, India",19.2215722,72.8476953
Borivali,Gosssip Corner,4.2,2009,"Shop no.1, Ekta Elegance, New Link Rd, opposite Eskay Club, Yogi Nagar, Borivali West, Mumbai, Maharashtra 400091, India",19.2393048,72.8426844
Borivali,Gigil Brasserie ..... The Food Lovers cafe,4.2,1536,"RM Bhattad Rd, Dalvi Nagar, Borivali West, Mumbai, Maharashtra 400092, India",19.2206707,72.85029190000002
Borivali,Tea Pea Café | Best Cafe in Borivali,4.0,2072,"Shop 2, Dama Villa, Kalpana Chawla Chowk, near Kora Kendra Ground 2, Haridas Nagar, Borivali West, Mumbai, Maharashtra 400092, India",19.2204612,72.8477259
Borivali,Bustle - At the rooftop,4.0,1648,"7th floor, Tanishq showroom, Vini Elegance, L.T. Rd, Mini Zaveri Bazaar, Mhatre Wadi, Borivali, Mumbai, Maharashtra 400092, India",19.2284541,72.8526631
Borivali,Panchayat- The Kulhad cafe(Borivali West),4.4,501,"Shop No. 1, Avanti, Soni Paradise C.H.S. Ltd., Shimpoli Rd, Haridas Nagar, Borivali West, Mumbai, Maharashtra 400092, India",19.2212995,72.8477288
Borivali,Blabber All Day,4.2,2721,"Esspee Tower, Dattapada Rd, Ekta Bhoomi Gardens III, Food Corporation of India Warehouse, Borivali East, Mumbai, Maharashtra 400066, India",19.2209812,72.8621174
Borivali,The Chocolate Heaven,4.0,2993,"Shop No. 7, Silver Arch, CHS, Kalpana Chawla Chowk, opp. Sony Tower, Ram Nagar, Sheetal Co-op Housing Society, Borivali West, Mumbai, Maharashtra 400092, India",19.2200295,72.84803169999999
Borivali,Starbucks,4.4,3062,"Shop No 3 & 4, Gr Flr, The Corner Bldg Devidas Lane, Road, opposite Eskay Resort, Eksar, Borivali West, Mumbai, Maharashtra 400103, India",19.241683,72.844861
Borivali,Bombay Cycle Cafe,4.7,361,"Shop no 3, Churchway building, next to Churchway fruits and vegetables, I C Colony, C Colony, Borivali West, Mumbai, Maharashtra 400103, India",19.2464572,72.8511367
Borivali,Dinshaw's Xpress Cafe Khimani Hospitality,4.1,1323,"Shop Number 2, Ground Floor jitnedra bhavan CHS LTD.punjabi lane, L.T. Rd, Borivali West, Mumbai, Maharashtra 400092, India",19.2295674,72.8526053
Borivali,Terreza Cafe and Bar,4.2,235,"4th floor, The Hub link, New Link Rd, opposite Shanti Ashram Signal, Eksar Village, Eksar, Borivali West, Mumbai, Maharashtra 400103, India",19.2427311,72.8447915
Borivali,"Blue Tokai Coffee Roasters | IC Colony, Borivali",4.4,115,"Shop No 2, Gound Floor, Acropolis Apartment, Laxman Mhatre Rd, I C Colony, Marian Colony, Borivali West, Mumbai, Maharashtra 400103, India",19.248138,72.853432
Borivali,The Fusion Kitchen,4.4,6031,"Shop no 1, Holy Cross Rd, opp. Veda Apartment, I C Colony, Kandarpada, Borivali West, Mumbai, Maharashtra 400103, India",19.2546402,72.8490824
Borivali,BHAJIYAWALA & CO.,4.8,2029,"Bhattad Tower, 08, GF, RM Bhattad Rd, opp. KORAKENDRA GROUND, Borivali, W, Maharashtra 400092, India",19.2207579,72.85018629999999
Borivali,Oriv Resto Cafee Bar,4.2,1622,"Metro Line, Starbucks Coffee, Near Eksar Metro Station, 2A Besides, New Link Rd, near Lotus Multispeciality Hospital, Eksar, Borivali West, Mumbai, Maharashtra 400091, India",19.2420414,72.8450635
Borivali,Tea Pea Cafe |,4.1,1216,"Shop No. 10, Avirahi Homes, New Link Rd, B Wing, I C Colony, Borivali West, Mumbai, Maharashtra 400103, India",19.2505791,72.846293
Borivali,Coffee King,4.3,235,"Shop no.2&3, Avirahi Homes, IC Colony Ext, I C Colony, Borivali West, Mumbai, Maharashtra 400103, India",19.2508225,72.8462333
Borivali,Chai Chulha- Mumbai - (Borivali -East),4.9,156,"Shop No. 1, Manohar Niwas, Kasturba Road No. 1, opposite Kasturba Police Station, Borivali East, Mumbai, Maharashtra 400066, India",19.2280981,72.85818979999999
Borivali,Third Wave Coffee,4.7,1380,"Shop No 2C, Ground Floor, V-Souk, Sai Baba Extension Road, Mahavir Nagar Kandivali West, opposite Sachin Tendulkar Sports Club, Borivali West, Mumbai, Maharashtra 400092, India",19.2133174,72.8422609
Borivali,MASTEE Pure Veg restaurant in Borivali,4.1,4966,"Shop 4, Ground Floor, A, Telephone Exchange, AHCL HOMES, New Link Rd, opposite Shimpoli, Shimpoli, Borivali, Mumbai, Maharashtra 400092, India",19.2236559,72.8411619
Borivali,312House,4.5,483,"IC Colony Cross Rd Number 4, Devki Nagar, Borivali West, Mumbai, Maharashtra 400103, India",19.2427654,72.8458587
Borivali,Coffee Craft,4.6,619,"Outside Bhavdevi Compound, New Link Rd, Kandarpada, Dahisar West, Mumbai, Maharashtra 400068, India",19.2548934,72.84895159999999
Borivali,The Peace Story,4.1,540,"4th Floor, Sun Plaza, L.T. Rd, opp. Diamond Talkies, Gyan Nagar, Mhatre Wadi, Borivali West, Mumbai, Maharashtra 400091, India",19.2285588,72.85466459999999
